Resume,Price,Location,Bedrooms,Bathrooms,Area,Link,Contact,Listing Time
Must See | Dubai Ain View | Renovated,"570,000 AED/year","Apartment Building 8, Bluewaters Residences, Bluewaters, Dubai",3,5,"2,097 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-bluewaters-bluewaters-residences-apartment-building-8-13488712.html,tel:+971502581644,Listed 14 days ago
Corner Unit | Excellent Condition | Stunning View,"165,000 AED/year","Mayan 1, Mayan, Yas Island, Abu Dhabi",2,3,"1,210 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-yas-island-mayan-mayan-1-13405613.html,tel:+971565113040,Listed 23 days ago
High Floor |  Big Layout | Appliances Included,"170,000 AED/year","Golf Suites, Dubai Hills, Dubai Hills Estate, Dubai",2,2,"1,111 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-hills-estate-dubai-hills-golf-suites-13186329.html,tel:+971502317797,Listed 1 month ago
Custom Built | Garden View | Private Lift,"380,000 AED/year","Hacienda, The Villa, Dubai",6,5,"12,514 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-dubai-hacienda-13257786.html,tel:+97144090911,Listed 1 month ago
Pool Facing Townhouse | Ready to Move in,"330,000 AED/year","Jumeirah Islands Townhouses, Jumeirah Islands, Dubai",4,4,"2,388 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-jumeirah-islands-jumeirah-islands-townhouses-13522677.html,tel:+971565396134,Listed 9 days ago
NEW Stunning 1 BR apartment Pacific,"59,995 AED/year","Pacific Samoa, Pacific, Al Marjan Island, Ras Al Khaimah",1,2,731 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-marjan-island-pacific-pacific-samoa-13352246.html,tel:+971565157730,Listed 1 month ago
"Brand New 1bedroom|Gym,Pool,Parking|Free Amenatise","59,990 AED/year","The Boulevard 1, Aljada, Sharjah",1,2,775 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-the-boulevard-1-13489366.html,tel:+971545824958,Listed 14 days ago
Fully Furnished | Landscaped | Close to the Mall.,"265,000 AED/year","Nad Al Sheba Villas, Nad Al Sheba 3, Nad Al Sheba, Dubai",4,5,"5,050 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-nad-al-sheba-nad-al-sheba-3-nad-al-sheba-villas-13502954.html,tel:+971521750987,Listed 11 days ago
Burj Khalifa View | 12 Cheques | Ready to move in,"168,000 AED/year","Canal Front Residence 4, Canal Front Residences, Al Wasl, Dubai",1,2,944 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-wasl-canal-front-residences-canal-front-residence-4-13430372.html,tel:+971565207024,Listed 21 days ago
Vacant | Stunning Townhouse | Private Garden,"165,000 AED/year","Noya Viva, Noya, Yas Island, Abu Dhabi",3,3,"1,755 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-abu-dhabi-yas-island-noya-noya-viva-13416653.html,tel:+971564037025,Listed 22 days ago
Amazing View | Newly Renovated | Pool Optional,"599,000 AED/year","Meadows 5, Meadows, Dubai",5,6,"6,409 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-meadows-meadows-5-13529662.html,tel:+97144090915,Listed 8 days ago
Full Marina View | Brand New and Spacious Layout,"275,000 AED/year","Port de La Mer, La Mer, Jumeirah, Dubai",2,2,"1,277 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-la-mer-port-de-la-mer-13375884.html,tel:+971565207024,Listed 28 days ago
Fully Furnished | Low Floor  | Vacant,"46,000 AED/year","Giovanni Boutique Suites, Dubai Sports City, Dubai",studio,1,454 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-sports-city-giovanni-boutique-suites-12015139.html,tel:+971565225617,Listed more than 6 months ago
Fully Furnished | Upgraded Kitchen | Ready to Move,"180,000 AED/year","Marina Crown, Dubai Marina, Dubai",2,3,"1,493 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-crown-13526782.html,tel:+971585244196,Listed 9 days ago
Brand New | Vacant | Will Be Landscaped,"195,000 AED/year","Calero, DAMAC Hills, Dubai",4,3,"1,937 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-damac-hills-calero-13564151.html,tel:+971565079910,Listed 4 days ago
Vacant Soon | Large Layout | Private Pool,"485,000 AED/year","Legacy, Jumeirah Park, Dubai",4,4,"4,335 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-jumeirah-park-legacy-12994382.html,tel:+971549942837,Listed 2 months ago
Lovely Bermuda 3 Beds + Maids Nearby Sea,"190,000 AED/year","Bermuda, Mina Al Arab, Ras Al Khaimah",3,5,"3,773 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-ras-al-khaimah-mina-al-arab-bermuda-13044182.html,tel:+971565096988,Listed 2 months ago
Water View 3Bhk 85k All Master Maide Buhairah SHJ,"85,000 AED/year","Al Majaz 3, Al Majaz, Sharjah",3,5,"2,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-3-13542352.html,tel:+971507206744,Listed 7 days ago
SEA VIEW BRAND NEW FULLY  RENOVATED STUDIO,"49,995 AED/year","Pacific Samoa, Pacific, Al Marjan Island, Ras Al Khaimah",studio,1,443 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-marjan-island-pacific-pacific-samoa-13480725.html,tel:+971501275093,Listed 15 days ago
Fully Furnished | Ready To Move | Chiller Free |,"125,000 AED/year","Al Alka 1, Al Alka, Greens, Dubai",1,1,723 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-greens-al-alka-al-alka-1-13579990.html,tel:+971502424390,Listed 2 days ago
Garden Suite | Corner Villa | Close to Amenities,"459,999 AED/year","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",4,6,"4,648 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-tilal-al-ghaf-harmony-harmony-2-13402504.html,tel:+971565155278,Listed 24 days ago
Partial Canal View | Balcony | Upcoming 31 March,"75,000 AED/year","Waters Edge, Yas Island, Abu Dhabi",1,1,685 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-yas-island-waters-edge-13476441.html,tel:+971506203015,Listed 15 days ago
"Big Size Studio With Gym,Pool And Parking","32,990 AED/year","Rehan Apartments, Aljada, Sharjah",studio,1,399 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-rehan-apartments-13019632.html,tel:+971545824958,Listed 2 months ago
Single Row | Facing Park | Ready to Move in,"90,000 AED/year","Albizia, Damac Hills 2, Dubai",3,3,"1,247 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-damac-hills-2-albizia-13506325.html,tel:+971565039872,Listed 11 days ago
"Limited Offer,Spacious 1bhk only 28k in AL Majaz 2","27,999 AED/year","Dar Al Majaz, Jamal Abdul Nasser Street, Al Majaz, Sharjah",1,1,900 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-jamal-abdul-nasser-street-dar-al-majaz-13537369.html,tel:+971505398551,Listed 8 days ago
1BHK AVAILABLE GYM POOL FREE WITH BALCONY,"36,999 AED/year","New Al Taawun Road, Al Taawun, Sharjah",1,2,"1,050 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-taawun-new-al-taawun-road-13487388.html,tel:+971565071956,Listed 14 days ago
Open view 1 bhp | 29000 with 30 days free | near park,"28,999 AED/year","Rasheed Tower 3, Al Taawun, Sharjah",1,1,900 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-taawun-rasheed-tower-3-13219512.html,tel:+971556985986,Listed 1 month ago
One of the most beautiful 3 rooms and a hall in c,"52,000 AED/year","Al Khan Lagoon Tower, Al Khan Lagoon, Al Khan, Sharjah",2,3,"1,800 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-khan-al-khan-lagoon-al-khan-lagoon-tower-13440078.html,tel:+971509745912,Listed 19 days ago
Marina Skyline View l Fully Furnished l Vacant,"260,000 AED/year","Sunrise Bay, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,"1,231 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-sunrise-bay-13507285.html,tel:+971585885269,Listed 11 days ago
Corner Unit | Close to Pavilion | Brand New,"279,998 AED/year","Murooj Al Furjan West, Al Furjan, Dubai",4,3,"3,686 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-al-furjan-murooj-al-furjan-west-13050945.html,tel:+971565115401,Listed 2 months ago
opposite Sahara | Family Building | Dubai Border,"45,000 AED/year","Al Hafeet Tower 8, Al Nahda, Sharjah",2,2,"1,200 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-nahda-al-hafeet-tower-8-13000148.html,tel:+971545861245,Listed 2 months ago
1BHK l Fully Furnished l Vacant Ready To Move,"55,000 AED/year","Royal Residence 1, Royal Residence, Dubai Sports City, Dubai",1,2,656 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-sports-city-royal-residence-royal-residence-1-13212131.html,tel:+971566036813,Listed 1 month ago
Two Master Bedrooms | Best View | Close to Metro,"87,999 AED/year","Expo Village Residences, Expo City, Dubai",2,2,"1,100 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-expo-city-expo-village-residences-13586382.html,tel:+971506123047,Listed 2 days ago
Luxury apartments studio available for family,"15,000 AED/year","Fire Station Road, Muwaileh, Sharjah",studio,1,360 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-fire-station-road-13556354.html,tel:+971501130788,Listed 5 days ago
Brand New Separate Entrance 2BHK in MBZ Bills Free,"72,000 AED/year","Mohamed Bin Zayed Centre, Mohamed Bin Zayed City, Abu Dhabi",2,2,"1,600 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-mohamed-bin-zayed-city-mohamed-bin-zayed-centre-13542655.html,tel:+971558528432,Listed 7 days ago
Specious Brand New 1Bhk in very less price with Huge Balcony,"44,999 AED/year","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,1,750 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-al-mamsha-souks-residential-13508202.html,tel:+971505264352,Listed 11 days ago
BRILLANT QLT 7-MASTER BR WITH MAID AND DRIVER ROOM.,"220,000 AED/year","Hadbat Al Zafranah, Muroor Area, Abu Dhabi",7,7+,"8,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-muroor-area-hadbat-al-zafranah-13542231.html,tel:+971566130342,Listed 7 days ago
Fully Upgraded| Fully Automated| Furnished,"2,500,000 AED/year","Cluster 15, Jumeirah Islands, Dubai",4,4,"10,536 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-jumeirah-islands-cluster-15-13412772.html,tel:+971505915264,Listed 22 days ago
Full Burj Khalifa View | High Floor | Brand New,"120,000 AED/year","La Sirene, La Mer, Jumeirah, Dubai",1,1,675 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-la-mer-la-sirene-13452380.html,tel:+971565041394,Listed 17 days ago
4 BEDROOM MALIBU VILLA | FOR RENT |COMMUNITY VIEW,"200,000 AED/year","Malibu, Mina Al Arab, Ras Al Khaimah",4,5,"4,132 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ras-al-khaimah-mina-al-arab-malibu-10610407.html,tel:+971555583031,Listed more than 6 months ago
Free Chiller I Beach Access I 1Bed I Full Sea view,"70,000 AED/year","Pacific Tonga, Pacific, Al Marjan Island, Ras Al Khaimah",1,2,799 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-marjan-island-pacific-pacific-tonga-13305986.html,tel:+971565204854,Listed 1 month ago
"BRAND NEW1BHK,ZONE19 CLOSE SHABIA,ALAIN UNIVERSITY","43,000 AED/year","Mohamed Bin Zayed Centre, Mohamed Bin Zayed City, Abu Dhabi",1,1,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-mohamed-bin-zayed-city-mohamed-bin-zayed-centre-13481938.html,tel:+971521790107,Listed 14 days ago
APARTMENT FOR RENT IN REVA RESIDENCES BUSINESS BAY,"74,999 AED/year","Reva Residences, Business Bay, Dubai",1,1,470 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-reva-residences-13597280.html,tel:+971502887012,Listed 1 day ago
Landscaped | 4 Beds plus Maid Room | Single Row,"200,000 AED/year","Amaranta, Villanova, Dubai Land, Dubai",4,4,"2,486 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-dubai-land-villanova-amaranta-13588531.html,tel:+971528981329,Listed 1 day ago
Easy access Dubai 1Bhk 1bath 29k,"29,000 AED/year","Al Taawun Street, Al Taawun, Sharjah",1,1,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-taawun-al-taawun-street-13227093.html,tel:+971565045700,Listed 1 month ago
No Agent fees | Direct from Landlord | Just steps from Metro,"96,000 AED/year","Golden Sands 1, Mankhool, Bur Dubai, Dubai",2,2,"1,315 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-bur-dubai-mankhool-golden-sands-1-12630310.html,tel:+971565064564,Listed 4 months ago
3BR+Maid | private garden | Marbella2 Mina Al Arab,"130,000 AED/year","Marbella, Mina Al Arab, Ras Al Khaimah",3,4,"2,514 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-ras-al-khaimah-mina-al-arab-marbella-13348357.html,tel:+971544347391,Listed 1 month ago
5BR+Maid | Single Row | Park Facing,"390,000 AED/year","Aura, Tilal Al Ghaf, Dubai",5,5,"2,740 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-tilal-al-ghaf-aura-13306285.html,tel:+971585033845,Listed 1 month ago
3 BHK with laundry/ upgraded /Well maintained,"175,000 AED/year","Al Ghaf 2, Al Ghaf, Greens, Dubai",3,2,"1,619 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-greens-al-ghaf-al-ghaf-2-13199499.html,tel:+971506098107,Listed 1 month ago
Ready to move in | Unfurnished | Spacious Balcony,"85,000 AED/year","Zahra Apartments 1B, Zahra Apartments, Town Square, Dubai",2,2,932 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-town-square-zahra-apartments-zahra-apartments-1b-13505714.html,tel:+971565082701,Listed 11 days ago
1bhk for Asians families al nabba sharjah,"20,000 AED/year","Al Nabaa Building, Al Naba'ah, Al Sharq, Sharjah",1,1,900 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-sharq-al-naba-ah-al-nabaa-building-13502650.html,tel:+971542172284,Listed 11 days ago
Hotel Style Services | Utilities Included,"135,000 AED/year","Al Jazeera Tower, Corniche Road, Abu Dhabi",2,3,"1,700 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-corniche-road-al-jazeera-tower-13322458.html,tel:+971561387092,Listed 1 month ago
Upgraded Furnished Studio in Bab Al Bahr,"54,999 AED/year","Fayrouz, Bab Al Bahar, Al Marjan Island, Ras Al Khaimah",studio,1,560 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-marjan-island-bab-al-bahar-fayrouz-13274645.html,tel:+971561258246,Listed 1 month ago
Specious BrandNew Modern Studio with Terrace,"42,000 AED/year","Uptown Al Zahia, Al Zahia, Muwaileh Commercial, Sharjah",studio,1,600 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-commercial-al-zahia-uptown-al-zahia-13508801.html,tel:+971565037172,Listed 11 days ago
Studio | Furnished | 4PAX | BEACH VIEW AND ACCESS,"132,000 AED/year","Club Vista Mare, Palm Jumeirah, Dubai",studio,1,570 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-palm-jumeirah-club-vista-mare-13388335.html,tel:+971508623444,Listed 25 days ago
Two bedroom apartment in Al Naimiyah 1,"42,000 AED/year","Al Naemiya Tower 1, Al Naemiya Towers, Al Nuaimiya, Ajman",2,2,"1,200 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-nuaimiya-al-naemiya-towers-al-naemiya-tower-1-13529554.html,tel:+971565013077,Listed 8 days ago
High Floor | Best View | Close to Metro,"90,000 AED/year","Expo Village Residences, Expo City, Dubai",2,2,"1,300 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-expo-city-expo-village-residences-13444290.html,tel:+971506123047,Listed 18 days ago
Furnished | Vacant | Near Metro,"70,000 AED/year","Starz Tower 2, Starz by Danube, Al Furjan, Dubai",1,1,699 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-furjan-starz-by-danube-starz-tower-2-11979891.html,tel:+971565225617,Listed more than 6 months ago
Community Road View | High Floor | Vacant,"66,000 AED/year","Expo Village Residences, Expo City, Dubai",1,1,800 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-expo-city-expo-village-residences-13444415.html,tel:+971506123047,Listed 18 days ago
Fully Furnished | Exquisite Design,"94,000 AED/year","Marwa Heights, Jumeirah Village Circle, Dubai",1,2,813 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-marwa-heights-13446702.html,tel:+971589105517,Listed 18 days ago
Chiller Free Large Bright Studio In Silicon GateS1,"38,000 AED/year","Silicon Gates 1, Silicon Gates, Dubai Silicon Oasis, Dubai",studio,1,450 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-silicon-oasis-silicon-gates-silicon-gates-1-13539874.html,tel:+971565209422,Listed 7 days ago
Exclusive | Boulevard View | Ready To Move,"85,000 AED/year","Golfville, Dubai Hills Estate, Dubai",1,1,494 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-hills-estate-golfville-13262904.html,tel:+971551091321,Listed 1 month ago
One Month Free  /Peaceful Living / New Building,"87,000 AED/year","The Gardens Buildings, The Gardens, Dubai",1,1,710 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-the-gardens-the-gardens-buildings-13381384.html,tel:+971566380221,Listed 27 days ago
Luxury 2BHK-Wardrobe-Free Parking-0% Commission-Central A/C,"62,000 AED/year","Tilal City, Sharjah",2,3,"1,050 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-tilal-city-13326509.html,tel:+971566832988,Listed 1 month ago
Pay Monthly | Palace Residences | Well Furnished,"130,000 AED/year","Palace Residences, Dubai Creek Harbour (The Lagoons), Dubai",1,1,696 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-creek-harbour-the-lagoons-palace-residences-13293850.html,tel:+971505961480,Listed 1 month ago
NO SEPARATE CHILLER - DEWA ONLY AC - READY TO MOVE,"58,000 AED/year","Flamingo Z2 Tower, Arjan, Dubai",1,2,750 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-arjan-flamingo-z2-tower-13600320.html,tel:+971582821090,Listed 20 hours ago
Spacious 1BHK | Closed Kitchen | Balcony |,"90,000 AED/year","Trio Building, Al Barsha 1, Al Barsha, Dubai",1,2,958 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-barsha-al-barsha-1-trio-building-13572152.html,tel:+971562143550,Listed 3 days ago
Palm View / Rent / Furnish Apartment,"350,000 AED/year","Grand Bleu Tower 2, EMAAR Beachfront, Dubai Harbour, Dubai",2,3,"1,257 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-grand-bleu-tower-2-13446381.html,tel:+971585263645,Listed 18 days ago
Community View | Fully Furnished | Brand New,"60,000 AED/year","MAG Eye, District 7, Mohammed Bin Rashid City, Dubai",studio,1,394 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-mohammed-bin-rashid-city-district-7-mag-eye-13084355.html,tel:+971542672629,Listed 2 months ago
Brand New | Spacious Studio | Pool View,"60,000 AED/year","Prime Residency 3, Al Furjan, Dubai",studio,1,419 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-furjan-prime-residency-3-13580087.html,tel:+971565206659,Listed 2 days ago
